Page ID,Page name,Disclaimer,Amount spent (MXN),Number of ads in Library
109942255144327,GIA Seguridad Privada Oaxaca,These ads ran without a disclaimer,118,3
102638498628761,Transmitiendo Historia,These ads ran without a disclaimer,117,1
107092097541978,guillermo_tru,These ads ran without a disclaimer,117,1
1109723182514993,Gobierno Municipal San Martín Texmelucan,These ads ran without a disclaimer,117,1
140167943088,LJA.MX,Francisco Jesus Trejo Corona,116,1
240288883206319,Marriot Massage,These ads ran without a disclaimer,116,2
314558662461036,Unidad y Fortaleza,These ads ran without a disclaimer,115,1
149421481734737,"ACNUR, la Agencia de la ONU para los Refugiados",These ads ran without a disclaimer,115,3
181181668625828,Motos Central Academia,These ads ran without a disclaimer,115,1
218339028566296,TV Honesta,These ads ran without a disclaimer,115,1
146822255731958,Fast Travel Games,These ads ran without a disclaimer,114,1
101141808712671,Switch Mx,Oscar Castillo M,114,1
109966768109235,Blackvisor,These ads ran without a disclaimer,113,1
109811393861066,PAN Baja California,These ads ran without a disclaimer,113,2
104804229254599,Helthrans,These ads ran without a disclaimer,112,3
102119679523672,Igualdarmx,These ads ran without a disclaimer,112,4
103223387729370,RyR Radio Digital,ryr radio digital,112,1
105363951701232,Somos Jacarandas,These ads ran without a disclaimer,111,1
1141972769261428,Subdirección de Formación y Vinculación Cultural UACJ,These ads ran without a disclaimer,111,1
500674943749468,Viakable,These ads ran without a disclaimer,111,1
108975294058204,Arturo Rivera Wong,Arturo Rivera Wong,110,2
112651357104655,Formación Sepe,These ads ran without a disclaimer,109,1
1824552704460369,Angel Garza Reséndez,Coalición Rescatemos México,109,2
100426071454184,Génesis Seguridad Privada,These ads ran without a disclaimer,109,1
108751538404377,Yaya Gallegos PMUA Máster Joe Cepeda Instituto,These ads ran without a disclaimer,108,1
114839596954956,Deyanira Uribe Cuevas,Deyanira Uribe Cuevas,108,2
107603735633233,Biologar.TV,These ads ran without a disclaimer,108,1
101158395048086,Amas Viajar Tours Morelia,These ads ran without a disclaimer,108,1
103910528997250,shannonrwatts,These ads ran without a disclaimer,108,1
121944027838640,Iván Garza,These ads ran without a disclaimer,108,1
104470895737303,Eventos el Rey David,These ads ran without a disclaimer,108,1
674997649374662,El Diario 43 de Reynosa,Eduardo Rosales,108,3
103749755497499,Cursos en San Luis,These ads ran without a disclaimer,108,2
107474715653696,Coahuila 3.0,Informativo Nacional,107,1
100431071908734,La-Lista,These ads ran without a disclaimer,107,1
1446004195656918,PAN Coahuila,PAN Coahuila,107,1
104792288349794,Atrox Outdoor Sonora,These ads ran without a disclaimer,107,1
106823707534610,Teresa Acosta,These ads ran without a disclaimer,107,1
106730490940683,Tallercitas Feministas,These ads ran without a disclaimer,107,1
534959266626994,PRO Chihuahua,PRO Chihuahua,107,2
138380622879706,Revista Ganar-Ganar,These ads ran without a disclaimer,107,2
1101547683237641,Cananea y algo más,Jesus Manuel Portillo Ochoa,106,2
103083861991508,CEES Beauty & Fashion Cuernavaca,These ads ran without a disclaimer,106,2
108442604270943,Ceficam Mx,These ads ran without a disclaimer,106,1
109927608650951,Beloud App,These ads ran without a disclaimer,106,1
1823807254333065,Soy Más País,These ads ran without a disclaimer,106,2
101416369496610,pablopuga23,These ads ran without a disclaimer,106,1
813430198757355,Uriel Alvarado,These ads ran without a disclaimer,105,1
104670587993474,Flora Y Fauna De Chiapas AC,These ads ran without a disclaimer,105,2
104906457867475,Supra,These ads ran without a disclaimer,104,2
834908749889110,Interdiario De Cuautla,Luis Pablo Carrillo Gallardo,104,4
107320047982774,TRS Analytics,TRS Analytics,104,1
107148818711368,Jóvenes Sobres La Idea,These ads ran without a disclaimer,104,1
106959967714638,Daniel Salazar,Daniel Salazar,103,3
103161774584402,Preparatoria SEP Unidev,UNIDEV Universidad SC,102,3
1702794933348945,Doctor Guillermo Colín Rojas,These ads ran without a disclaimer,102,2
106604401705325,ZÁMA,These ads ran without a disclaimer,102,1
120178877720570,Mariano Casas Valadez,These ads ran without a disclaimer,101,6
2058053604439707,Stiebel Eltron América Latina,These ads ran without a disclaimer,101,2
105925584500064,HONEY SHOES,These ads ran without a disclaimer,≤100,3
151491248245704,Corferias,These ads ran without a disclaimer,≤100,2
107620654820143,Pablo Puga,These ads ran without a disclaimer,≤100,1
101727288695560,Carlos Eduardo Rodríguez Rodríguez,Carlos Rodríguez Rodríguez,≤100,1
129545527725771,Homero Martinez Cabrera,Homero Martinez Cabrera,≤100,1
192507774257431,Omar Borboa,Omar Antonio Borboa Becerra,≤100,1
114622760264727,Abogada Fiscalista Mariana Esquer,Abogada Fiscalista Mariana Esquer,≤100,1
471454806521725,Orgullo LGBT+ Querétaro,Benjamin Delgado,≤100,1
100867468075379,El Pulso de las Cholulas,Jorge Luis Nuñez Vargas,≤100,1
102108894983596,Librería Asteroide B612,These ads ran without a disclaimer,≤100,1
125561427862379,Secretaría de Ecología y Gestión Ambiental,These ads ran without a disclaimer,≤100,1
1450030891684773,Reporteros Acapulco Nacional,Reporteros Acapulco,≤100,2
101680691996184,Teresa Farias González,Marketing Innovacion,≤100,1
106689154036997,Gobierno Municipal Lerdo,Gobierno Municipal Lerdo,≤100,1
239539673905986,BOOM Diseño y Publicidad,BOOM Diseño y Publicidad,≤100,1
105561051593224,MG Ecatepec,These ads ran without a disclaimer,≤100,1
100920035441653,El Neutral,El Neutral,≤100,1
279298205841678,Alfredo González González,Alfredo González González,≤100,1
105718724852345,Algoritmo,Algoritmo,≤100,1
171780842894566,Tve Atlixco,Tve Atlixco,≤100,1
162685773758343,Holiday Inn Hermosillo,These ads ran without a disclaimer,≤100,1
769749179713623,Julián López Galeana,Deyanira Uribe Cuevas,≤100,1
730647227051487,"Carlos Rodríguez ""El Cuate""","Carlos Rodriguez ""El Cuate""",≤100,1
763969740340908,Gente Nayarit,AGENCIA GENA,≤100,1
110343944689068,Tania González Pardo,Tania González Pardo,≤100,1
106438424582691,Informacion Digital 24/7,Aurora De La Cruz Hernandez,≤100,2
104678892495273,Charro Negro De Sinaloa,These ads ran without a disclaimer,≤100,1
243728072422183,Raael García,Raael Josue Garcia Delgado,≤100,1
105500438113001,Contrastes La Noticia,Sergio Luis Castillo Payan,≤100,1
101270961582716,Dan Varela Franco,Dan Varela Franco,≤100,1
182148286765199,Juana Minerva Vázquez,Juana Minerva Vazquez Gonzalez,≤100,1
113157781192753,Nacho Vizcaíno Ramírez,Nacho Vizcaíno,≤100,1
116617183519310,Mario Hernández Aguilar,These ads ran without a disclaimer,≤100,1
406885882827709,DIF Municipal de Oaxaca de Juárez,Municipio de Oaxaca de Juárez,≤100,1
1021215357932830,Vaqueros Puebla,These ads ran without a disclaimer,≤100,1
1262868043798703,Rostros y Perfiles,Ariel Vilchis,≤100,1
2447618712118813,Lo que calla CoatZa 1.0,These ads ran without a disclaimer,≤100,1
101447571920465,Encuestas Electorales,Cesar Augusto Arellano Morales,≤100,1
106973788780167,Soels Company,These ads ran without a disclaimer,≤100,1
104507892480133,Imagen Radio Guerrero 88.9 FM,Amairani Romero,≤100,2
129022980092097,En Defensa de la Autonomía,recuerdos,≤100,2
339996923283380,Nayarit Disidente,Nayarit Disidente,≤100,1
883076891822948,Jesús Rosales Puebla,Jesús Rosales,≤100,1
254609218210695,Ariel Fernandez,Ariel Fernandez,≤100,1
1715113665301327,Adolfo Ramirez Arana,Adolfo Ramirez Arana,≤100,1
1498328897071398,Toño Gaspar,Roberto Alarcón León,≤100,1
1878195552460950,Cambio del Sureste,Cambio del Sureste,≤100,2
1864159143867800,Sateliteonline22.mx,sateliteonline22.mx,≤100,1
1772821586329486,Macropolisqr,Alejandro Vargas Gonzalez,≤100,1
432962016903015,Ana Tere Aranda Orozco,Cesar De La Rosa,≤100,2
226602797757823,Aída Beltrán,Gerardo Antonio Guadarrama Palacios,≤100,1
110546575352745,Me Too UAS,These ads ran without a disclaimer,≤100,1
101536412439238,Consejo Coordinador Empresarial Región Oriente / Zitácuaro,Consejo Coordinador Empresarial Región Oriente / Zitácuaro,≤100,3
107260908482745,Lolita Verdín,Verdin Maria,≤100,1
103398072090346,Apollitical Reason,These ads ran without a disclaimer,≤100,1
555338201187370,Sumario,Sumario,≤100,1
106232712401327,Catalina Cursos Capacitaciones,These ads ran without a disclaimer,≤100,1
103814012380444,Partido Verde Ecologista Chihuahua,Partido Verde Ecologista Chihuahua,≤100,1
642184602596077,Alejandro Villegas Pérez,Josue Roman Vargas Garcia,≤100,1
2143790932541750,El Hoy de las Noticias,Elvia Castrejon Roman,≤100,1
289817098069975,El Principal,El Principal,≤100,1
110193735365751,Carlos Querea,Jesus Eduardo Chavez,≤100,2
394743943987615,Canal 10,These ads ran without a disclaimer,≤100,1
101578086041595,Réplica Guerrero,Réplica Guerrero,≤100,1
1433663883603219,Psic. Mónica Zarazúa,These ads ran without a disclaimer,≤100,1
1833738690010980,Hey Coahuila,Edgar Ramirez Hernadez,≤100,2
107723967498181,Enrique R Da Silva,Enrique R Da Silva,≤100,1
110509664946224,Verónica Meléndez,Pedro David Villordo Melendez,≤100,1
111438145221680,Antonio Lizárraga,Antonio Lizárraga,≤100,1
103896940196464,Portavoz Estado de México,Portavoz Estado de México,≤100,2
395865393871916,"Entidad, Noticias de Oaxaca","Entidad, Noticias Oaxaca",≤100,1
100658332842771,Odilar  Moreno Grijalva,Luis Alejandro Baca,≤100,1
109329305396368,Valeria Flores,These ads ran without a disclaimer,≤100,1
236505976949643,Goula,These ads ran without a disclaimer,≤100,1
286588328743434,Pacha Bazar,These ads ran without a disclaimer,≤100,1
135962546480912,CIDES Centro de Investigación para el Desarrollo Sustentable,These ads ran without a disclaimer,≤100,1
549878715174589,Yesika Selvera,Yesika Yanet Selvera Garza,≤100,1
1135884223139586,Los Roldan club de Box,These ads ran without a disclaimer,≤100,2
113611968369058,Festival del medio ambiente H. Matamoros Tamps,These ads ran without a disclaimer,≤100,1
107545877814736,Becas SEP,Kimberley Lisset Martinez Alanis,≤100,1
107332909458120,Somos Mas Ferre,These ads ran without a disclaimer,≤100,1
108205838723959,MARCO LEGAL - Estudio Jurídico,These ads ran without a disclaimer,≤100,1
101096576121944,Escuela Libre de Terapias Alternativas Andrew Taylor Still Coacalco,These ads ran without a disclaimer,≤100,2
112068641279151,Francisco Gonzalez,These ads ran without a disclaimer,≤100,2
222448158131377,Briones Digital,Briones Digital,≤100,1
101150019614712,Chorizos Criticones,These ads ran without a disclaimer,≤100,1
107800682274830,Mexiquenses con Delfina,These ads ran without a disclaimer,≤100,3
470124566409465,Jurgan Jacobo,These ads ran without a disclaimer,≤100,1
106267445764021,Hector Carlos Salazar Arriaga,These ads ran without a disclaimer,≤100,1
114843868189008,Ziclart_Mx,These ads ran without a disclaimer,≤100,1
109221438784654,onappafa_oficial,These ads ran without a disclaimer,≤100,1
768729776576472,Susy Bermúdez,Susy Bermúdez,≤100,1
126944017367650,TigresOficial,These ads ran without a disclaimer,≤100,5
639153883222606,Saltillo Ecológico,These ads ran without a disclaimer,≤100,1
1870998949839678,El Siglo de México,El Siglo de México,≤100,1
1182060931945126,Veracruzenradio,These ads ran without a disclaimer,≤100,1
110280777871859,Lic. Elmer de Jesús Vázquez Gallardo,These ads ran without a disclaimer,≤100,2
883478795022039,Industrias Plásticas del Centro - IPC,These ads ran without a disclaimer,≤100,1
106917395544366,Red Morena Digital,Fabian Ismael Torres Alvarez,≤100,1
111586936954394,Médicos de Corazón,These ads ran without a disclaimer,≤100,1
100979089555293,Jose Bedoya,These ads ran without a disclaimer,≤100,12
2019830338055663,Federico Sariñana Valdez,Federico Sariñana Valdez,≤100,1
457701527702332,Gaby Cárdenas,Laura Gabriela Cardenas Rodriguez,≤100,1
117900391184840,Jessica Kriegel,These ads ran without a disclaimer,≤100,1
434629983297533,Fundación Gigante,These ads ran without a disclaimer,≤100,2
727640337250559,Frida Kahlo,These ads ran without a disclaimer,≤100,1
126869452147852,24 Horas Viral,24 Horas Viral,≤100,2
101502844924171,JUVI Querétaro,These ads ran without a disclaimer,≤100,1
103459741890046,Hades Aguilar,Hades Aguilar,≤100,2
105232615709895,JAB Neza,Aleida Pérez Cruz,≤100,2
114017296640201,Pulso Informativo Puebla,These ads ran without a disclaimer,≤100,1
116106058070709,Lxs Rifadxs de la basura,These ads ran without a disclaimer,≤100,2
192693601460059,Rocio Sarmiento,Marco Antonio Rodríguez Rivera,≤100,3
107675961409545,Pluma Digital,Pluma Digital,≤100,1
100154772799675,Kineloa,These ads ran without a disclaimer,≤100,1
102140825953947,Naucalpan es Moral,Naucalpan es Moral,≤100,1
103745712464788,sir.engineering.consulting,These ads ran without a disclaimer,≤100,1
446770845424711,Fernando Herrera Ávila,Fernando Herrera Ávila,≤100,1
430936090267977,Universidad Anáhuac Mayab,These ads ran without a disclaimer,≤100,1
104317947849921,Innovación tecnológica y certificación de estudios,These ads ran without a disclaimer,≤100,1
1485769401705372,Comunicarmen,Comunicarmen,≤100,1
106608787397990,Soluciones Concretas de Holcim,These ads ran without a disclaimer,≤100,1
108417112084498,Pal norte es ella,These ads ran without a disclaimer,≤100,1
304121616357460,Revista Conexión Cuauhtémoc,These ads ran without a disclaimer,≤100,4
1468857826674887,Mochis Online,These ads ran without a disclaimer,≤100,1
113834481574038,aofmexico,These ads ran without a disclaimer,≤100,1
163130161051788,SUEISSSTESON 2021-2024,These ads ran without a disclaimer,≤100,1
433801030048726,Ramiro Cortez Barrera,Ramiro Cortez Barrera,≤100,1
122933577448829,RS24 Morelos,Roberto Carlos Marin Lara,≤100,1
1493432794284484,EYPRO,These ads ran without a disclaimer,≤100,1
127582723995193,Laboratorio Clínico De La Cruz,These ads ran without a disclaimer,≤100,2
187408468118775,Jorge Torres #elbrecho,These ads ran without a disclaimer,≤100,1
418965324854087,Get Quality,These ads ran without a disclaimer,≤100,1
1327748667304965,Carlos Peña Ortiz,These ads ran without a disclaimer,≤100,1
101483515987038,"Ponce, Segovia & Asociados",These ads ran without a disclaimer,≤100,1
113909224980171,Gihad Hamza,These ads ran without a disclaimer,≤100,4
106632778251513,Diálogos con Víctor Manuel Ávila,Guillermo Jimenez Hernandez,≤100,1
104306128902718,Cuamed Zacatecas Centro Universitario de Alternativas Médicas,These ads ran without a disclaimer,≤100,1
102516374505622,Huasca Noticias,PACHUCA INFORMA,≤100,1
447965055639303,Ali Fierro,Omar Fierro,≤100,1
107468632072801,Voluntarios Por Morelia,Voluntarios Por Morelia,≤100,1
100112711344535,Las netas más netas,Las netas más netas,≤100,1
108989704150084,JUST Water México,These ads ran without a disclaimer,≤100,1
818765588206117,Fideli-TIP,These ads ran without a disclaimer,≤100,1
787846564932738,Ana Paula Ugalde: Comunicación eficaz y vocería,Ana Paula Ugalde: Comunicación eficaz y vocería,≤100,5
161151550960978,Canal 8 Tu Nueva Visión,Canal 8 Tu Nueva Visión,≤100,2
106419172066942,La Nación MX,Nación MX,≤100,2
1620058684930876,Horus Garcia,Horus Cesar Garcia Sanchez,≤100,3
111217015218561,"Angélica ""Angie"" Vanegas",Angelica Vanegas Villa,≤100,1
101962902859021,Diario Informe,Arantza Correa,≤100,1
106995441434905,KARLA CRUZ,SamKai,≤100,1
109941394793117,Pily De Aguinaga,Pily De Aguinaga,≤100,4
110086194742769,Rogelio Perez,Rogelio Antonino Perez Rodriguez,≤100,1
2291202244280534,Sumatra con Marta,These ads ran without a disclaimer,≤100,1
123440141640505,Lord Sananda,These ads ran without a disclaimer,≤100,2
456699437851118,Instituto Bicentenario,Efrain Israel Venegas López,≤100,1
107232195641016,Gabi Zumarraga,These ads ran without a disclaimer,≤100,4
100424485980157,Abraham Sánchez -Maquinaria Pesada,These ads ran without a disclaimer,≤100,1
162789807094615,Museo de la Revolución en la Frontera,Kimera Creative,≤100,1
102707396151686,Dr. Jöns Sánchez Aguilar,These ads ran without a disclaimer,≤100,1
414191818659552,Orlando de la Riva,Carlos Orlando De La Riva Liera,≤100,1
110701111820963,"Escuela de Cuadros, Plantel La Piedad",These ads ran without a disclaimer,≤100,1
