Page ID,Page name,Disclaimer,Amount spent (PGK),Number of ads in Library
109662488246997,Explore Haikou,These ads ran without a disclaimer,≤100,6
202655389892988,Coconut Wireless,These ads ran without a disclaimer,≤100,1
860574404093479,TRT World Citizen,These ads ran without a disclaimer,≤100,3
132937020053182,Adventist Review,These ads ran without a disclaimer,≤100,4
274747559049795,Landfill Justice,These ads ran without a disclaimer,≤100,3
541499775894113,Center for Environmental Concerns - Philippines,These ads ran without a disclaimer,≤100,1
2177632682563843,Òmnium Civil Rights Europe,These ads ran without a disclaimer,≤100,1
189269999292,Wärtsilä Corporation,These ads ran without a disclaimer,≤100,1
147232991936,The Nation Thailand,These ads ran without a disclaimer,≤100,2
123279176118,DHgate,These ads ran without a disclaimer,≤100,1
102504238965672,womenofcryptonft,These ads ran without a disclaimer,≤100,4
109872218653593,American SolarX,These ads ran without a disclaimer,≤100,1
102752382621452,Folix22 US,These ads ran without a disclaimer,≤100,1
451256781884275,Klondike Adventures,These ads ran without a disclaimer,≤100,1
597859916903978,Nomad Africa Magazine,These ads ran without a disclaimer,≤100,2
122056677544219,Bantuan KH Abdullah mukhtar,These ads ran without a disclaimer,≤100,1
315603771494,Milaap,These ads ran without a disclaimer,≤100,35
101978933230493,DHL,These ads ran without a disclaimer,≤100,3
236665966423105,Insurance Institute for Asia and the Pacific Inc.,These ads ran without a disclaimer,≤100,1
126166480762310,SelectScience,These ads ran without a disclaimer,≤100,1
118981582262,Sid Roth's It's Supernatural,These ads ran without a disclaimer,≤100,1
107339455413597,The Crime Story,These ads ran without a disclaimer,≤100,2
986013844824671,In Zhejiang,These ads ran without a disclaimer,≤100,2
100420592824883,FilmajaH,These ads ran without a disclaimer,≤100,1
108061131921773,Anslom Nakikus for Moresby North West NGE 2022,These ads ran without a disclaimer,≤100,1
110544031660373,Enjoy Love Story,These ads ran without a disclaimer,≤100,4
297170180294593,TBD Media Group,These ads ran without a disclaimer,≤100,2
7783116506,Animals Asia,These ads ran without a disclaimer,≤100,34
105232749009654,The Journal,These ads ran without a disclaimer,≤100,1
317463093373,The Akshaya Patra Foundation,These ads ran without a disclaimer,≤100,1
110341334098148,Uniathena - DBA,These ads ran without a disclaimer,≤100,3
147109888636038,Netafim,These ads ran without a disclaimer,≤100,5
115575820139019,Af Fhyf,These ads ran without a disclaimer,≤100,3
100119972767683,Aircraft Lover,These ads ran without a disclaimer,≤100,2
1090814171006609,Men's Lives Matter Too,These ads ran without a disclaimer,≤100,3
272782365921087,Elizabeth Williams,These ads ran without a disclaimer,≤100,7
1495062327433191,Sunhak Peace Prize,These ads ran without a disclaimer,≤100,8
100341782709319,Global Economy 2022,These ads ran without a disclaimer,≤100,1
100531194978661,TECH school of geography and history,These ads ran without a disclaimer,≤100,1
107828158232221,CCCC First Highway Engineering Group,These ads ran without a disclaimer,≤100,5
113013077228994,CZ,These ads ran without a disclaimer,≤100,4
75608370019,United States Institute of Peace,These ads ran without a disclaimer,≤100,43
1881543645439590,Tech It Out with Yang Zhao,These ads ran without a disclaimer,≤100,8
102235145864172,What's On,These ads ran without a disclaimer,≤100,2
194953000528458,Global Campus of Human Rights,These ads ran without a disclaimer,≤100,3
1515909005308067,"Discover Nanjing, China",These ads ran without a disclaimer,≤100,11
351910281330480,ZERO TRK,These ads ran without a disclaimer,≤100,1
114684098397228,Voracious B.,These ads ran without a disclaimer,≤100,8
102907028864011,The World Customs Organization Book,These ads ran without a disclaimer,≤100,1
10606591490,TIME,These ads ran without a disclaimer,≤100,5
296438217073791,11th Hour Racing,These ads ran without a disclaimer,≤100,1
100617599250020,XuQinduo,These ads ran without a disclaimer,≤100,3
1936434949715365,Moneywise.com,These ads ran without a disclaimer,≤100,4
113354736763208,Shari Arison - שרי אריסון,These ads ran without a disclaimer,≤100,4
137853992749103,John Cash,These ads ran without a disclaimer,≤100,1
130369030334301,KidsRights,These ads ran without a disclaimer,≤100,9
589408861751444,UNEP International Environmental Technology Centre,These ads ran without a disclaimer,≤100,4
756877521031964,CCTV+,These ads ran without a disclaimer,≤100,6
104001605965893,Historical Wear,These ads ran without a disclaimer,≤100,1
287695354586062,CIBAC Party-List,These ads ran without a disclaimer,≤100,3
113205131621824,WorldOrder.News,These ads ran without a disclaimer,≤100,25
105618258917544,Military Power,These ads ran without a disclaimer,≤100,1
363388004312003,STAEDTLERinst,These ads ran without a disclaimer,≤100,2
105885535599394,Coach Cecil,These ads ran without a disclaimer,≤100,1
108799854652687,The Voice of KJV 1611,These ads ran without a disclaimer,≤100,1
104235449092488,Aircraft Secrets,These ads ran without a disclaimer,≤100,1
203857292983532,AviationCV.com,These ads ran without a disclaimer,≤100,9
185139171667,Daymond John,These ads ran without a disclaimer,≤100,5
115363288200059,Henrique M. Lopes,These ads ran without a disclaimer,≤100,1
101305632897367,Padangnasi,These ads ran without a disclaimer,≤100,1
668479916637069,NES Fircroft,These ads ran without a disclaimer,≤100,2
102256345834907,Sosoo wallpaper-zw 5.19,These ads ran without a disclaimer,≤100,1
102998939765184,Persian bms,These ads ran without a disclaimer,≤100,6
107714748645793,Big Buzz,These ads ran without a disclaimer,≤100,4
101103628988991,China Says,These ads ran without a disclaimer,≤100,2
195799657105195,SEGi University & Colleges,These ads ran without a disclaimer,≤100,16
149290745229517,Online Hate Task Force,These ads ran without a disclaimer,≤100,21
110367131856162,海南自由貿易港,These ads ran without a disclaimer,≤100,1
105268685019332,사마리안퍼스 코리아,These ads ran without a disclaimer,≤100,2
108592178570763,Janebrave,These ads ran without a disclaimer,≤100,2
9179830029,Queen Mary University of London,These ads ran without a disclaimer,≤100,10
488782827814626,International Labour Organization,These ads ran without a disclaimer,≤100,2
105363750882345,Young Activists Summit,These ads ran without a disclaimer,≤100,16
114184975000819,Unexplained Beasts,These ads ran without a disclaimer,≤100,2
167878593236712,UNICEF en español,UNICEF con créditos publicitarios de Facebook,≤100,4
111497595022809,Júlia Perez,These ads ran without a disclaimer,≤100,1
515908255612683,Roberta Santini,These ads ran without a disclaimer,≤100,6
111416867840112,Massey University: College of Humanities and Social Sciences,These ads ran without a disclaimer,≤100,1
1374826826104281,Sensibo,These ads ran without a disclaimer,≤100,5
237650313048963,China Admissions,These ads ran without a disclaimer,≤100,4
863132847189517,Гражданство ЕС - Aristipp,These ads ran without a disclaimer,≤100,1
126063053927713,Pro Power Efficiency Tech Inovation,These ads ran without a disclaimer,≤100,1
105558754896,Deadline Hollywood,These ads ran without a disclaimer,≤100,2
192518364107436,Exness,These ads ran without a disclaimer,≤100,3
102721402667167,Isabel Santana,These ads ran without a disclaimer,≤100,12
100110599507064,Secret Top Aircraft,These ads ran without a disclaimer,≤100,1
112266598269311,Fighter Jets,These ads ran without a disclaimer,≤100,1
6756153498,Mike Bloomberg,These ads ran without a disclaimer,≤100,2
102326065956085,Pop Aircraft,These ads ran without a disclaimer,≤100,1
102668079245182,Aircraft Helicopter,These ads ran without a disclaimer,≤100,1
144858089034875,Kudos: Science needs Stories,These ads ran without a disclaimer,≤100,5
109197151930600,My Clean Energy,These ads ran without a disclaimer,≤100,1
110888421752564,SP Aircraft,These ads ran without a disclaimer,≤100,1
292780334633,International Christian Embassy Jerusalem (ICEJ),These ads ran without a disclaimer,≤100,4
220247148525333,Rabindranath Tagore Literary Prize,These ads ran without a disclaimer,≤100,1
706061016415258,Organic & Natural Expo Dubai,These ads ran without a disclaimer,≤100,2
1883003128429295,Queer Majority,These ads ran without a disclaimer,≤100,9
457773217702135,ConvertKit → Soon to be Kit,These ads ran without a disclaimer,≤100,5
106852784106445,LGMG,These ads ran without a disclaimer,≤100,1
121255219270912,أفضل ألعاب الحرب العربية لعام 2022,These ads ran without a disclaimer,≤100,6
414426511932868,"Trump International, Scotland",These ads ran without a disclaimer,≤100,1
109844910514118,China Hongqiao,These ads ran without a disclaimer,≤100,2
103900785236519,Avanza Libertad Chilecito,These ads ran without a disclaimer,≤100,1
1286486861452393,Asia World Model United Nations,These ads ran without a disclaimer,≤100,5
103970775116973,Six98Studio,These ads ran without a disclaimer,≤100,1
325801700609795,Expert Recovery Company,These ads ran without a disclaimer,≤100,2
100374392742057,Weregreenly- Magazine,These ads ran without a disclaimer,≤100,51
166178460072395,اليونيسف بالعربية - UNICEF in Arabic,اليونيسف باستخدام اعتمادات الإعلان على الفيسبوك,≤100,3
138702552827157,Business Traveller UK,These ads ran without a disclaimer,≤100,6
101951494992075,Krafton Support,These ads ran without a disclaimer,≤100,1
581961658564804,Learn Chinese,These ads ran without a disclaimer,≤100,10
106117468903008,Aircraft Hyper,These ads ran without a disclaimer,≤100,1
101808162590329,OPSWAT Academy,These ads ran without a disclaimer,≤100,3
106055962413813,Akin Gump Strauss Hauer & Feld LLP,These ads ran without a disclaimer,≤100,2
109848958405911,Earth Apology,These ads ran without a disclaimer,≤100,1
110068881699129,NYU Tandon’s - Enterprise Cybersecurity,These ads ran without a disclaimer,≤100,1
114610688266046,John Bak Kupai,These ads ran without a disclaimer,≤100,1
107898798686030,Postcards from Ukraine,These ads ran without a disclaimer,≤100,2
108579632162744,CRAZY Machines,These ads ran without a disclaimer,≤100,1
165066363361754,European Organisation,These ads ran without a disclaimer,≤100,1
81239734102,Nobel Prize,These ads ran without a disclaimer,≤100,1
1747956948592119,Visit 2 Israel,These ads ran without a disclaimer,≤100,2
104510731675834,Soundclub Mag,These ads ran without a disclaimer,≤100,2
116114768127226,Idle Survivor Fortress Tycoon,These ads ran without a disclaimer,≤100,1
198917819964719,WhatsApp Business 7381685266,These ads ran without a disclaimer,≤100,1
248986568895243,Speechify,These ads ran without a disclaimer,≤100,1
108682495672482,Zimder,These ads ran without a disclaimer,≤100,1
111709885370331,Lovy fx,These ads ran without a disclaimer,≤100,1
105794328926903,Hypersonic Aircraft,These ads ran without a disclaimer,≤100,1
212428362170262,"NGO & Civil Society Center, Asian Development Bank ADB",These ads ran without a disclaimer,≤100,3
151478288058583,The Bitcoin Trading Company FX4,These ads ran without a disclaimer,≤100,1
104099512361482,Funnies Now - Magazine,These ads ran without a disclaimer,≤100,34
105233792667321,India Stock Expert,These ads ran without a disclaimer,≤100,2
266790296879,Bloomberg,These ads ran without a disclaimer,≤100,3
103286731467883,Psychedelic Spotlight,These ads ran without a disclaimer,≤100,21
112094371994080,Japhet Sinao Peter Akiz,These ads ran without a disclaimer,≤100,1
354397697217,IEEE Xplore,These ads ran without a disclaimer,≤100,4
109627618546880,Millions Aircraft,These ads ran without a disclaimer,≤100,1
103512969698091,Le Tour de France,These ads ran without a disclaimer,≤100,1
146822255731958,Fast Travel Games,These ads ran without a disclaimer,≤100,1
139098866100198,Merri-bek City Council,These ads ran without a disclaimer,≤100,2
114025938452734,FactFusion,These ads ran without a disclaimer,≤100,4
1587313088233587,Ideagen,These ads ran without a disclaimer,≤100,1
101054365776547,Charming Changzhou,These ads ran without a disclaimer,≤100,6
1814207775556201,Popular Everything,These ads ran without a disclaimer,≤100,8
116066208106047,عالم مثير للاهتمام,These ads ran without a disclaimer,≤100,1
108562495293165,Energy Asia,These ads ran without a disclaimer,≤100,1
100460756035865,Gari Liborious Baki,These ads ran without a disclaimer,≤100,1
410468712438117,Market Development Facility,These ads ran without a disclaimer,≤100,1
103898502184529,Sj tech,These ads ran without a disclaimer,≤100,2
2610140028997323,Uniathena,These ads ran without a disclaimer,≤100,1
771462172882741,OnePath Network,These ads ran without a disclaimer,≤100,7
110444908674335,The American News,These ads ran without a disclaimer,≤100,2
535679103241743,"Nominate the inhumane, immoral IDF for the Nobel peace prize",These ads ran without a disclaimer,≤100,5
56777943052,One Young World,These ads ran without a disclaimer,≤100,13
103004792660944,Longleaf Valley,These ads ran without a disclaimer,≤100,1
102862682558865,Force Aircraft,These ads ran without a disclaimer,≤100,1
312898778847834,TERRAM PACIS,These ads ran without a disclaimer,≤100,16
50461955643,UNSW,These ads ran without a disclaimer,≤100,6
1520817248199898,Yutong Bus & Coach,These ads ran without a disclaimer,≤100,4
107496981860047,Video Downloader,These ads ran without a disclaimer,≤100,5
