Page ID,Page name,Disclaimer,Amount spent (NZD),Number of ads in Library
100432998389927,Karen Chhour MP,the Parliamentary Service on behalf of ACT New Zealand,2081,17
109091011430956,Ultra Fighter: Supernova,These ads ran without a disclaimer,2073,15
360998647645710,Latitude Homes,These ads ran without a disclaimer,2070,19
105010531246342,New Zealand TEA Party,New Zealand TEA Party,2062,6
100213462467551,Free Fares NZ,Andrew John Lessells,2061,9
104174354363267,Christopher Luxon,C Luxon - MP for Botany,2049,39
122937744404283,Paul Eagle,Paul Eagle MP,2042,21
403868133556427,Palestine Solidarity Network Aotearoa - PSNA,Palestine Solidarity Network Aotearoa,2039,26
112992116790386,MissFits,These ads ran without a disclaimer,2037,8
101286385865853,Ben McNulty for Takapū/Northern Ward,"Ben McNulty, Auth by Paul Tolich",2019,57
1244770205593069,Matt King Northland,Northland National Party,2013,13
230082973806150,Inland Revenue NZ,Inland Revenue NZ,2009,2
127914674484355,New Zealanders for Health Research,New Zealanders for Health Research,2003,7
100552506661875,Leprosy Mission New Zealand,Acquire NZ,1990,20
100551962709601,Vote Climate 2022,Vote Climate,1990,8
104115316890255,Child Rescue,These ads ran without a disclaimer,1987,6
205639639594736,Socialist Equality Group - New Zealand,Thomas Julian Bogle Petterson,1984,33
103371939003133,Jon Mitchell for QLDC Mayor,John Frederick Mitchell,1984,9
371913763842,Te Kāhui Tika Tangata Human Rights Commission,Te Kāhui Tika Tangata Human Rights Commission,1982,4
106558236083919,BNZ,Bank of New Zealand,1981,1
465748424201568,The Hive NZ,Redmond Nicholson,1969,9
269409683568025,Ministry of Social Development NZ,Ministry of Social Development,1961,32
121049691291120,Augustine by Kelly Coe,These ads ran without a disclaimer,1945,1
6013004059,The Economist,These ads ran without a disclaimer,1932,90
103562012234673,Lachlan Patterson for Wharangi/Onslow-Western Ward,Lachlan David Campbell Patterson,1929,8
151070797078,Burnett Foundation Aotearoa,New Zealand AIDS Foundation,1928,8
83022598290,Trade Aid New Zealand,Trade Aid New Zealand,1907,87
109023580833150,Joel Rowlands - for Murihiku,Joel Lewis Rowlands,1904,54
107791330899463,Kerrin Leoni: Labour Candidate for Waikato,"NZ Labour Party, Auth by T Grigg, 160 Willis St WLG",1898,13
203463489667720,Western Bay of Plenty District Council,Western Bay of Plenty District Council,1896,35
371246493584141,Whau Labour,Jacques Blake Maitland,1894,17
31079321515,New Plymouth District Council,NPDC,1891,14
203603136318105,Invercargill City Council,Invercargill City Council,1889,15
672213709587525,Troy Mihaka,The Integrity Party of Aotearoa New Zealand,1872,28
101463044532830,Victoria Short - Councillor Candidate for Albany Ward,These ads ran without a disclaimer,1862,38
236209263441918,Andy Foster for Wellington,Andrew John Whitfield Foster,1848,30
100696438234003,Dale Stephens for Christchurch Central,Dale Aotea Stephens,1837,7
232479886816529,Cambridge Institute for Sustainability Leadership,These ads ran without a disclaimer,1835,20
108088747584737,Chris Johnston ACT - Mt Roskill,Christopher Mark Johnston,1825,43
112431991697294,Animal Justice Party Aotearoa NZ,Animal Justice Party Aotearoa NZ,1825,59
103886711351280,Matt Flight for Kaikōura,"Matt Flight, Labour Candidate for Kaikōura",1813,73
1046290775440089,Rachel Boyack MP,"NZ Labour Party, Auth by T Grigg, 160 Willis St WLG",1803,23
469506176414952,Grant Robertson,"NZ Labour Party, Auth by T Grigg, 160 Willis St WLG",1800,9
107064553986170,Vote Glyn Lewers QLDC Mayor,Vote Glyn Lewers QLDC Mayor,1795,17
155039691644959,Ben Sandford for Rotorua,Ben Christopher Sanford,1793,18
115195056703042,Rawiri Waititi MP,Parliamentary Service on Behalf of Rawiri Waititi MP,1771,7
285779926080,VUWSA - Victoria University of Wellington Students' Association,VUWSA - Victoria University of Wellington Students' Association,1771,48
116377480165920,Basil Walker - Independent Invercargill Candidate,Basil Walter Walker,1763,72
239757226184800,Brynux,Brynn Neilson,1762,7
791605001023361,The Block Dock,These ads ran without a disclaimer,1756,4
259518901205514,Hon Dr Nick Smith,Nick for Mayor,1742,22
1096348583725940,Lotsa Slots,These ads ran without a disclaimer,1735,1
187688407927939,Environment Southland,Environment Southland,1725,20
164106710269112,Public Service Association,Public Service Association,1703,8
518939834979050,Vote Kim Money for Council - Coastal Ward 2022,Kim Money,1702,26
397852933652434,HealthCare NZ,HealthCare NZ,1701,11
100963575001797,Jon Mitchell - Labour for Southland,Jon Frederick Mitchell,1700,11
112446969476364,Dr David Wilson,Dr David Wilson - New Zealand First,1700,23
599425917085362,BusinessDesk,These ads ran without a disclaimer,1694,21
256421832621,NZ Young Nats,NZ Young Nats,1692,24
2226044714322838,Mark Peters - Councillor for Hornby Ward,Mark Jonathan Peters,1677,35
202557943109716,Simon Bridges,Simon Bridges,1675,7
837286056286301,Elevate - Brain Training,These ads ran without a disclaimer,1668,5
107937407609923,Arena Williams MP,"NZ Labour Party, Auth by T Grigg, 160 Willis St WLG",1667,33
106998618515754,Ken Couper for Mayor,Ken Couper for Whangārei Mayor,1664,7
105162285662352,Vote Mathew Kiore 4 Otago Regional Council,Mathew Kiore,1664,4
104918494179790,Team Franklin,Logan Soole,1661,10
108522101606750,Team Dunedin,Team Dunedin,1655,9
1966234280281774,Brooke van Velden MP,ACT,1650,18
445481468863763,MyHR,Sean O'Brien,1647,16
201119943250384,NZ Social Credit Party,Christopher John Leitch,1631,15
113783978670005,Fairtrade Australia and New Zealand,These ads ran without a disclaimer,1628,4
564091457036800,Todd Muller MP,Parliamentary Service on behalf of Todd Muller MP,1628,16
101225085533426,Avatarify 2,These ads ran without a disclaimer,1627,4
1326183970737367,OMV,OMV New Zealand Ltd,1619,3
1149077435152116,Geoff Taylor - Hamilton City Council,Geoffrey Peter Taylor,1610,19
936044653121035,Labour Māori Caucus,NZ Parliamentary Service on behalf of NZ Labour Party,1607,10
108432671546975,"Your work, your way",Business New Zealand Incorporated,1606,4
640804959876113,Joseph Mooney MP for Southland,New Zealand Parliamentary Service on behalf of Joseph Mooney MP,1604,17
117710158319269,Selwyn District Council,OMD,1600,6
59747076453,The Blues,These ads ran without a disclaimer,1590,1
107280565536193,Minerals West Coast,These ads ran without a disclaimer,1586,2
109584149533753,Darroch Ball,Darroch Ball,1586,17
253145321873276,New Zealand First Papakura,Tiri Toa O Te Rangi Cornelius Thomas Greening,1585,16
1730630540553065,Curio,These ads ran without a disclaimer,1583,6
100604429535529,Georgie Dansey for Hamilton West,"NZ Labour Party, Auth by R Salmond, 160 Willis St, WLG",1577,11
158714780827513,UNFPA,These ads ran without a disclaimer,1575,244
5777172751,Splunk,These ads ran without a disclaimer,1573,5
101463044532830,Victoria Short - Councillor Candidate for Albany Ward,Victoria Short,1567,6
42606238569,Madman Entertainment NZ,Madman Entertainment NZ,1550,28
86062237097,New Zealand Republic,New Zealand Republic,1549,15
201396759903299,Melissa Lee MP,Melissa Lee,1541,1
173912362663564,Electoral Commission NZ,These ads ran without a disclaimer,1534,6
106048067797362,Sweat with Pride,These ads ran without a disclaimer,1532,27
280589468774115,Anna Lorck - ALL 4 Tukituki,Anna Lorck Labour Candidate for Tukituki,1514,20
127922087253478,Dunedin City Council,Dunedin City Council,1510,20
110444822368666,Ōtara-Papatoetoe Local Board,Auckland Council,1500,2
182047568518433,Phil Twyford,"NZ Labour Party, Auth by T Grigg, 160 Willis St WLG",1495,12
102213635454423,Auckland Climate Festival,Six Generations Limited,1489,89
102981618217616,Five to Thrive,Partners of the Five to Thrive Campaign,1483,36
168116963251686,RightWay,RightWay,1483,20
600749256636478,Tauranga City Council,Tauranga City Council,1480,10
101425391405600,Ingrid Leary MP,Ingrid Marieke Leary,1473,35
108577570498551,Craig Foss - Hawke's Bay Regional Councillor,Craig Raymond Robert Foss,1450,15
205428549621826,Alexandra Davids,Alexandra Davids,1439,10
118228171565880,Phil Goff,Phil Goff,1433,58
107648334370304,Michael McCook - ACT Candidate East Coast Bays,Michael John Mccook,1428,13
114404163822721,Texasdepot,These ads ran without a disclaimer,1426,4
804997446264798,Chic Me,These ads ran without a disclaimer,1419,1
470625036760415,DefendNZ,Voice For Life,1400,21
2331568353729375,Bowling Crew,These ads ran without a disclaimer,1396,8
102030761568309,George Ngatai for Takanini,Vision Party NZ,1393,21
1723766077946976,Ginny Andersen MP,"NZ Labour Party, Auth by T Grigg, 160 Willis St WLG",1387,11
102762347995497,TOP Candidate Naomi Pocock,Naomi Pocock,1375,92
1238173096287495,Azur Games,These ads ran without a disclaimer,1375,32
112793716847509,Environmental Law Initiative,Environmental Law Initiative,1373,39
102418914812513,Advance NZ,Advance NZ,1367,12
105188415556222,Jane O'Loughlin - standing for Wellington City,Jane O'Loughlin - standing for Wellington City,1363,5
104215832407323,Dan Robinson for TDC,Dan Robinson for TDC,1360,2
200584039974165,Hutt City Council,Hutt City Council,1355,5
122068436013671,Rudie,These ads ran without a disclaimer,1347,46
169227069931047,Matt Lawrey 4 Nelson-Whakatū Mayor,Matthew Paul Lawrey,1345,19
709329095750129,C&R Albert-Eden-Puketāpapa,C&R Albert-Eden-Puketāpapa,1340,11
169267293105341,Lotto NZ,These ads ran without a disclaimer,1338,1
2093288637359032,Act On It,These ads ran without a disclaimer,1333,13
109787394728515,For the Protection of Zion,For The Protection of Zion Trust,1332,5
108020335329198,Will Hall Council Candidate for Heathcote,William Ross Hall,1331,6
193908853970062,Mark Boyle for Mayor,Mark Rowan Boyle,1327,46
111360411547408,Mike Budd for Mayor,Lloyd Sam Budd,1325,6
100432998389927,Karen Chhour MP,ACT,1321,6
146254498776715,Tim Macindoe Community Focus,Tim Macindoe,1315,4
1144398572258359,Vote Rodney First,Vote Rodney First,1313,52
1740977779498223,Polished Man,These ads ran without a disclaimer,1307,12
108580275872395,Stuart Nash MP,"NZ Labour Party, Auth by D Lacy, 160 Willis St, WLG",1305,21
107173021576136,sustainableshine,These ads ran without a disclaimer,1291,89
102664202563883,Councillor Mark Arnott,Mark Arnott,1286,26
1294334830681468,Forest & Bird Youth,Forest & Bird,1280,13
701566546716268,No Ugly,These ads ran without a disclaimer,1275,1
101241742709906,Kevin List for Waimairi,Kevin List,1273,29
123375421154267,Duncan Webb Labour MP for Christchurch Central,NZ Parliamentary Service on behalf of Duncan Webb MP,1270,6
839688193058400,Asher Wilson-Goldman for Greater Wellington Regional Council,Vote Asher Wilson-Goldman for Greater Wellington Regional Council,1265,6
123375421154267,Duncan Webb Labour MP for Christchurch Central,"NZ Labour Party, Auth by T Grigg, 160 Willis St WLG",1263,10
423710607740004,KBP Lawyer Ltd,KBP Lawyer Ltd,1262,3
362461523769088,Whangarei District Council,Whangarei District Council,1260,12
933310850194959,Israel Alliance,These ads ran without a disclaimer,1246,98
658393404340082,Kiri Allan - Labour MP,"NZ Labour Party, Auth by T Grigg, 160 Willis St WLG",1229,15
105652737491599,The Black Box,Jongchan Yang,1229,5
134871109877812,Save the Children New Zealand,These ads ran without a disclaimer,1227,86
195371925330,350 Aotearoa,350 Aotearoa,1215,8
109736720527010,Glen Bennett for New Plymouth,"NZ Labour Party, Auth by T Grigg, 160 Willis St WLG",1214,9
1219528811471643,Ricardo Menéndez March MP,The NZ Parliamentary Service on behalf of Ricardo Menendez March MP,1200,6
520630104710290,Derek Prince Ministries - New Zealand,These ads ran without a disclaimer,1193,8
711703512317903,Romy Udanga for North Shore in 2020,"NZ Labour Party, Auth by T Grigg, 160 Willis St WLG",1192,36
104845377538253,Ash Nayyar: Councillor Kaipara District,Vote Ash Nayyar for Mayor,1192,16
104523225895525,Huihui Mai Greater Christchurch,Greater Christchurch Partnership,1190,19
735357479848625,Dr Shane Reti MP,Shane Raymond Reti,1182,41
31079321515,New Plymouth District Council,New Plymouth District Council,1182,14
497393550997084,Rohan O'Neill-Stevens for Mayor of Whakatū Nelson,ROHAN TOMAS SEAN O'NEIL-STEVENS,1174,20
104303385729836,Colin Meurk for Fendalton,Ian Wells,1173,24
255374108221629,Leighton Baker,Leighton James Baker,1173,16
2136192629995322,CarbonClick,These ads ran without a disclaimer,1168,60
451256781884275,Klondike Adventures,These ads ran without a disclaimer,1167,6
230246247732790,Peter Young for #weknowbotany,Howick Local Board,1165,5
448407928509613,Billy Graham Evangelistic Association ANZ,These ads ran without a disclaimer,1153,1
117710158319269,Selwyn District Council,Selwyn District Council,1152,14
122056805855638,Chris Kirk-Burnnand,Rainbow Creative,1151,25
117997265415910,James McDowall MP,the Parliamentary Service on behalf of ACT New Zealand,1149,4
133699506679233,Hastings District Council - Te Kaunihera ā-Rohe o Heretaunga,Hastings District Council,1146,23
101324848168190,Lisa Whyte for New Lynn,Lisa Marie Whyte,1145,93
1297687190278432,Katie Nimon,Katrina Margaret Nimon,1139,6
107024834019854,End Conversion therapy in Aotearoa New Zealand,Shaneel Shavneel Lal,1135,6
380918975300755,Car4u,These ads ran without a disclaimer,1123,2
133987533297974,Metro Magazine NZ,Metro Magazine,1122,19
111111828264927,Mftool.vip 53038070,These ads ran without a disclaimer,1118,1
106952008971755,Catherine Wedd for Tukituki,Catherine Wedd for Tukituki,1117,7
106139161546835,Rodney Joyce - Candidate for WBOP Mayor / Council,Rodney Laurence Joyce,1110,16
232284643590901,Judy Turner - Re-Elect As Mayor of Whakatāne,Judy Turner - Re-Elect As Mayor of Whakatāne,1103,28
105014589002619,Riley 4 Mayor,Joshua Riley,1101,21
1624184037891374,Greg O'Connor - MP for Ōhāriu,"NZ Labour Party, Auth by T Grigg, 160 Willis St WLG",1100,2
524187044289581,Henderson-Massey Labour,Shane Peter Henderson,1100,15
708844469238354,Rātā Foundation,Rata Foundation,1100,3
104015742220554,Mimic,These ads ran without a disclaimer,1099,10
106402828806202,Stu Husband Mayor Candidate MPDC,Elouise Botha,1093,19
1436656116642646,Threadheads,These ads ran without a disclaimer,1092,8
100571566060085,Tim Brown for Motukairangi Eastern Ward,Tim Brown for Motukairangi Eastern Ward,1087,12
2487180998169430,Vote Sophie Barker #1 Dunedin Mayor and Council,Sophie Elizabeth Barker,1085,5
106575465463858,Raveen For Takapū Northern Ward,Ravindran Annamalai,1083,11
1046012045419890,Operation Refugee,Christian World Service,1080,20
123887684869579,Damian Light,Damian Francis Light,1071,9
887091574832984,Make It Legal NZ,These ads ran without a disclaimer,1062,32
112742560509547,Chris Jenkins,Christopher James Jenkins,1048,75
103783721750529,Oatly,These ads ran without a disclaimer,1044,1
160855903938854,Megan Woods - MP for Wigram,Megan Woods,1043,28
104867345614082,Aksel Bech,Aksel Bech,1030,13
698795023613160,Pump Haircare,These ads ran without a disclaimer,1027,2
108216269242463,The University of Waikato,These ads ran without a disclaimer,1026,6
845620825830146,Deel,These ads ran without a disclaimer,1025,31
96537019853,Maritime Union of New Zealand,Maritime Union of New Zealand,1020,3
109443724098395,ACT Manawatū-Whanganui,ACT,1020,24
158317547555333,Louise Hutt for Hamilton West,Louise Ann Hutt,1019,14
178838454420,Bob Proctor,These ads ran without a disclaimer,1017,5
109008674243426,Ciara Swords - TOP Candidate for Whangārei,Ciara Rose Swords,1015,48
101883725973657,United Hutt,United Hutt,1014,45
2120529094691978,Electricity Retailers' Association of New Zealand,These ads ran without a disclaimer,1011,1
