Page ID,Page name,Disclaimer,Amount spent (TND),Number of ads in Library
1471787229768516,Art+Feminism,These ads ran without a disclaimer,≤100,1
114086597027388,Center for Language Education and Cooperation,These ads ran without a disclaimer,≤100,2
16704468554,Metropolis Records,These ads ran without a disclaimer,≤100,1
114061111633501,Mc01-36,These ads ran without a disclaimer,≤100,1
109323854829811,Minute VPN Android,These ads ran without a disclaimer,≤100,1
109226214191996,Bangui Fait Son Cinéma,These ads ran without a disclaimer,≤100,1
10130470307,AbdulRahman Yusuf,These ads ran without a disclaimer,≤100,1
553737021364990,The Nation's Christ-based Leader/Healing & Wholeness,These ads ran without a disclaimer,≤100,1
102690945081743,𝗞𝗔𝗬 ∙ 𝗟𝗔 𝗙𝗢𝗢𝗗 𝗕𝗟𝗢𝗚𝗚𝗘𝗥,These ads ran without a disclaimer,≤100,1
1069707353048234,Dr. Tarek Rafei د.طارق هشام الرافعي,These ads ran without a disclaimer,≤100,1
423609701387941,Peachbruh,These ads ran without a disclaimer,≤100,2
153674861422,RED ADVENIR TELEVISION,These ads ran without a disclaimer,≤100,1
1579416832299295,Ngar,These ads ran without a disclaimer,≤100,1
102859229188181,KanChina,These ads ran without a disclaimer,≤100,1
723826694319605,MITx Courses,These ads ran without a disclaimer,≤100,1
106777524855879,The Book Network,These ads ran without a disclaimer,≤100,1
111832627807128,Celebrity101,These ads ran without a disclaimer,≤100,1
823788047675556,Call of War,These ads ran without a disclaimer,≤100,1
106569706154975,Modern Expo,These ads ran without a disclaimer,≤100,2
1408043319231312,VPNoverview,These ads ran without a disclaimer,≤100,1
1877607872540428,Mr. Srotsecna Crabs in a Barrel Quagmire,These ads ran without a disclaimer,≤100,1
106392657391254,Hassen kobbi حسان القبي,These ads ran without a disclaimer,≤100,1
415568195571594,Mwanasikana Wanhasi,These ads ran without a disclaimer,≤100,2
106105225375067,qvdn99,These ads ran without a disclaimer,≤100,1
100142840161003,Billy Gene Is A.I. & XR Marketing,These ads ran without a disclaimer,≤100,1
101670228944948,The Fun Channel,These ads ran without a disclaimer,≤100,1
678954262167350,Discover China,These ads ran without a disclaimer,≤100,3
1329329127098620,Flash radio maroc,These ads ran without a disclaimer,≤100,2
101252249288159,Alton Moore,These ads ran without a disclaimer,≤100,1
106717032159965,Maque05,These ads ran without a disclaimer,≤100,1
136235250405370,The Fashion Ball,These ads ran without a disclaimer,≤100,2
108928411971458,Normal proxy,These ads ran without a disclaimer,≤100,1
110096461834624,Nichols Gregory,These ads ran without a disclaimer,≤100,1
141289332596921,PECB,These ads ran without a disclaimer,≤100,4
106908372227243,Vmf1101-1,These ads ran without a disclaimer,≤100,1
111445191693344,I am Clever and Classic,These ads ran without a disclaimer,≤100,1
112317395290969,العمدة,These ads ran without a disclaimer,≤100,1
103773658658340,MyPwr,These ads ran without a disclaimer,≤100,1
317523675504246,Cookie - Fun Games,These ads ran without a disclaimer,≤100,2
198764893496594,Taylor & Francis,These ads ran without a disclaimer,≤100,2
108272307215849,Invest Xiamen,These ads ran without a disclaimer,≤100,1
17164098244,JM International,These ads ran without a disclaimer,≤100,1
194929993706924,Grand Old Patriot,These ads ran without a disclaimer,≤100,3
194057750637892,HowlRound Theatre Commons,These ads ran without a disclaimer,≤100,1
111972055078950,Mohammed Abdulrahim,These ads ran without a disclaimer,≤100,1
105963665254430,魅力台州 Charm of Taizhou,These ads ran without a disclaimer,≤100,2
112220798545915,Big Global,These ads ran without a disclaimer,≤100,2
103225679382638,James Nmaju,These ads ran without a disclaimer,≤100,1
122104434872007001,EU-Relocate,These ads ran without a disclaimer,≤100,1
105377709205130,The new ASID - African Society for Immunodeficiencies,These ads ran without a disclaimer,≤100,1
158902574166516,Special Olympics MENA,These ads ran without a disclaimer,≤100,1
101974629666595,Ngarmourba Mbang Youssouf,These ads ran without a disclaimer,≤100,1
70630972354,Jesus Daily,These ads ran without a disclaimer,≤100,1
111068872040824,Super Quiz,These ads ran without a disclaimer,≤100,2
108425792039460,FlyMax - StableNet,These ads ran without a disclaimer,≤100,1
102939192863126,Dgdhj-2530,These ads ran without a disclaimer,≤100,1
105152584817735,youssphoto,These ads ran without a disclaimer,≤100,5
110919184601638,mohamed.salman33,These ads ran without a disclaimer,≤100,1
100108202817818,Bettermanly - The R Page,These ads ran without a disclaimer,≤100,1
246102541927619,หมีขาว,These ads ran without a disclaimer,≤100,1
112070061877712,Ksenia,These ads ran without a disclaimer,≤100,1
194068245392898,مركز الخبراء: التكوين المهني الفلاحي,These ads ran without a disclaimer,≤100,1
113993978277210,Tong032,These ads ran without a disclaimer,≤100,1
1257232134344951,علاء محمد الحجة,These ads ran without a disclaimer,≤100,2
105073515856053,Menswear Minotauro,These ads ran without a disclaimer,≤100,1
106443662197748,Lovers club,These ads ran without a disclaimer,≤100,1
488965394532508,CRI日本語,These ads ran without a disclaimer,≤100,1
106540078687090,Curiosity Mind,These ads ran without a disclaimer,≤100,1
100806656203749,Flower VPN & Fast Proxy Master-0414-2,These ads ran without a disclaimer,≤100,1
107303188853837,IKUn03,These ads ran without a disclaimer,≤100,1
116270664891467,Question Quest,These ads ran without a disclaimer,≤100,2
103023169261614,Expo Health Tourism,These ads ran without a disclaimer,≤100,2
102662498350957,Christian Pfeiffer Maschinenfabrik GmbH,These ads ran without a disclaimer,≤100,1
157568834301930,UNOPS,These ads ran without a disclaimer,≤100,2
634744666998112,Social Talks with M,These ads ran without a disclaimer,≤100,2
2480533842232920,POWERCHINA,These ads ran without a disclaimer,≤100,1
104802542415266,Privateproxybb,These ads ran without a disclaimer,≤100,1
2246024612302145,ترياق,These ads ran without a disclaimer,≤100,2
847260315320975,"The Good Men Project Ethics, Social Justice & News",These ads ran without a disclaimer,≤100,1
103011998090539,Femena,These ads ran without a disclaimer,≤100,1
109806444978236,Tuorlo Global,These ads ran without a disclaimer,≤100,2
107049991595289,Science Facts,These ads ran without a disclaimer,≤100,1
789394817776187,This is Hunan,These ads ran without a disclaimer,≤100,4
102462685866079,Bladymaniac,These ads ran without a disclaimer,≤100,7
101220519492,Good News from Finland,These ads ran without a disclaimer,≤100,4
247193432357291,Diaspora TV  Switzerland,These ads ran without a disclaimer,≤100,1
134026800126153,Pray for Afghanistan,These ads ran without a disclaimer,≤100,1
101715608808670,Judgment Day: Angel of God,These ads ran without a disclaimer,≤100,4
146481695371146,"มูลนิธิเพื่อสุนัขในซอย, ประเทศไทย (Soi Dog - in Thai)",These ads ran without a disclaimer,≤100,2
114618650398327,Экскурсии В Дубае & Оаэ,These ads ran without a disclaimer,≤100,1
173756995820710,Epx3,These ads ran without a disclaimer,≤100,1
101404409466744,Belnestore Sustentable,These ads ran without a disclaimer,≤100,1
105629949125162,2023 FCE 14,These ads ran without a disclaimer,≤100,1
102587495340235,alberk20,These ads ran without a disclaimer,≤100,1
111080237841874,Being Armored,These ads ran without a disclaimer,≤100,1
113887968465685,Quiz Whiz,These ads ran without a disclaimer,≤100,1
108022421964034,Attack Aircraft,These ads ran without a disclaimer,≤100,1
252749651432170,EOLO,These ads ran without a disclaimer,≤100,1
458207404944841,world_of_amazing_animals_____,These ads ran without a disclaimer,≤100,2
412829425434480,Гаряча Лінія Кадровика,These ads ran without a disclaimer,≤100,3
105648402241230,Join the dots,These ads ran without a disclaimer,≤100,1
353841741323576,قناة طيبة الفضائية,These ads ran without a disclaimer,≤100,1
110971255161110,Construire un nouveau partenariat pour le développement durable en Afrique,These ads ran without a disclaimer,≤100,1
319150561906192,Glory of Christ  Church worldwide,These ads ran without a disclaimer,≤100,1
101241435849797,Tot Reading,These ads ran without a disclaimer,≤100,1
227280393808397,Diana from Gaza,These ads ran without a disclaimer,≤100,1
101680968875335,المراسل يوسف جبارين,These ads ran without a disclaimer,≤100,1
1143438032410831,الشارقة للأخبار Sharjah News,These ads ran without a disclaimer,≤100,1
102351118321066,The Old Gazette,These ads ran without a disclaimer,≤100,1
103072574822598,FamilyFeed,These ads ran without a disclaimer,≤100,2
101261675815917,Red Line,These ads ran without a disclaimer,≤100,1
107941432333008,Cdhg-1234,These ads ran without a disclaimer,≤100,2
2081735032045343,Dongfang Electric,These ads ran without a disclaimer,≤100,4
105163542440257,بناة السلام حي التحرير,These ads ran without a disclaimer,≤100,1
121917267858938,Welovebuzz,These ads ran without a disclaimer,≤100,1
540529686027437,Danfoss Climate Solutions,These ads ran without a disclaimer,≤100,1
100609838900006,Algeria news,These ads ran without a disclaimer,≤100,2
105279404486058,Mahtab Hanna,These ads ran without a disclaimer,≤100,1
100966486285059,C301-18,These ads ran without a disclaimer,≤100,3
103430045742167,The Entertainment Protagonist,These ads ran without a disclaimer,≤100,1
107714748645793,Big Buzz,These ads ran without a disclaimer,≤100,2
101885279343436,Orienvirtue-X,These ads ran without a disclaimer,≤100,3
1985687518374652,Codjo Prosper Akpovi,These ads ran without a disclaimer,≤100,1
147211095140634,學籽 金馬電影大師線上課程,These ads ran without a disclaimer,≤100,1
113718750035889,تونسي ومن حقي نعيش,These ads ran without a disclaimer,≤100,1
472398826169487,Spdtv1,These ads ran without a disclaimer,≤100,1
861734543866515,Teresa Galeano Psicóloga,These ads ran without a disclaimer,≤100,1
296145054290,Une semaine dans le monde - France 24,These ads ran without a disclaimer,≤100,1
100619195741435,International Components,These ads ran without a disclaimer,≤100,1
187766727949541,Deportivo Alavés,These ads ran without a disclaimer,≤100,11
103829825942289,Live Fun,These ads ran without a disclaimer,≤100,1
102984361463961,Igrow Academy,These ads ran without a disclaimer,≤100,2
104341612230608,Tesla's World Token,These ads ran without a disclaimer,≤100,2
109178858589489,Pro-Photo-Editor,These ads ran without a disclaimer,≤100,1
102896729338425,Baga1402_03,These ads ran without a disclaimer,≤100,4
8428544759,Six Degrees Records,These ads ran without a disclaimer,≤100,4
102179621625569,Future Hospitality Summit,These ads ran without a disclaimer,≤100,5
163101563551671,Yop09,These ads ran without a disclaimer,≤100,1
108863535839603,Learning English with Cambridge,These ads ran without a disclaimer,≤100,1
114718384866789,Magic1425-01,These ads ran without a disclaimer,≤100,1
166395563444220,لبنى احمد استشارى العلاج بالطاقة الحيوية والاحجار الكريمة,These ads ran without a disclaimer,≤100,1
123783777967837,Lilas Protect,These ads ran without a disclaimer,≤100,1
113875114962092,Yep-40,These ads ran without a disclaimer,≤100,1
110825151176348,Wakanda Coin,These ads ran without a disclaimer,≤100,1
102005352791303,Kiki115613,These ads ran without a disclaimer,≤100,1
560525343980775,Index.hu,These ads ran without a disclaimer,≤100,1
19519551698,Coady Institute,These ads ran without a disclaimer,≤100,1
102538795925802,Solo_tech_VPN,These ads ran without a disclaimer,≤100,1
341095516259725,"Qingdao City, China",These ads ran without a disclaimer,≤100,1
102347025266754,نمارق NamariQ,These ads ran without a disclaimer,≤100,2
110963345041767,和合之源 Provenance of Harmony and Union,These ads ran without a disclaimer,≤100,1
7297163299,Greenpeace International,These ads ran without a disclaimer,≤100,1
700747879974390,Prometheus,These ads ran without a disclaimer,≤100,1
351076345007481,CanadaQBank.com,These ads ran without a disclaimer,≤100,1
600406573327244,中国新闻社,These ads ran without a disclaimer,≤100,2
103152251918116,Panda Report,These ads ran without a disclaimer,≤100,1
109590211339772,SoinsBébé,These ads ran without a disclaimer,≤100,1
109942243719725,Group-IB: Intelligence-driven Cyber Security,These ads ran without a disclaimer,≤100,1
172630432773629,UCA News,These ads ran without a disclaimer,≤100,1
104113425861099,V Chiryassov,These ads ran without a disclaimer,≤100,1
104404948072,Ema Arius,These ads ran without a disclaimer,≤100,4
42238909794,Netguru,These ads ran without a disclaimer,≤100,1
110180350678011,Qingdao Multinationals Summit,These ads ran without a disclaimer,≤100,1
260980794911,EU Neighbours South,These ads ran without a disclaimer,≤100,2
106639515641292,Jianzhuye04,These ads ran without a disclaimer,≤100,1
438771642823963,الإيسيسكو,These ads ran without a disclaimer,≤100,1
109632035522767,ahmedrk.21,These ads ran without a disclaimer,≤100,1
105226841774989,Science101 Trends,These ads ran without a disclaimer,≤100,1
101100812657831,Invest and Trade Africa,These ads ran without a disclaimer,≤100,1
791943710959735,EPOP,These ads ran without a disclaimer,≤100,5
